name,price,delivery_time,product_url
"A TATA Product - Organic India Pure Cow Ghee, 500…",₹599.00,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjk2MzkyMzQyMzIyMzI3OjE3NTAyNDE0Mjc6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjMwMDU4NzkxMTEwMTQzMjoxOjE6Og==&url=%2FTATA-Product-Parameters-Certified-Organically%2Fdp%2FB009FV7VOS%3Fpsc%3D1%26pd_rd_w%3DCXD9Z%26content-id%3Damzn1.sym.753181ba-2966-44f1-a7b2-1763a4b67d90%26pf_rd_p%3D753181ba-2966-44f1-a7b2-1763a4b67d90%26pf_rd_r%3DWRRFQYYQV1323WS4KR3Y%26pd_rd_wg%3DML4hu%26pd_rd_r%3D04dadd8c-9f92-4d78-9f1e-a9fc39c291bf%26pd_rd_i%3DB009FV7VOS%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_dsk_cp_ai_4859605031_hxwGS_sspa_dk_detail_3_4_sp_d_i
Aashirvaad Svasti 90% Lower Cholesterol Ghee | Cow Gh…,₹451.00,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjk2MzkyMzQyMzIyMzI3OjE3NTAyNDE0Mjc6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjMwMDIzNTU0OTU4OTYzMjoyOjI6Og==&url=%2FAashirvaad-Svasti-Lower-Cholesterol-Manage%2Fdp%2FB0D3RFQ82D%3Fpsc%3D1%26pd_rd_w%3DCXD9Z%26content-id%3Damzn1.sym.753181ba-2966-44f1-a7b2-1763a4b67d90%26pf_rd_p%3D753181ba-2966-44f1-a7b2-1763a4b67d90%26pf_rd_r%3DWRRFQYYQV1323WS4KR3Y%26pd_rd_wg%3DML4hu%26pd_rd_r%3D04dadd8c-9f92-4d78-9f1e-a9fc39c291bf%26pd_rd_i%3DB0D3RFQ82D%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_rfc_dsk_cp_ai_4859605031_hxwGS_sspa_dk_detail_3_5__i
"Mother Dairy Cow Ghee Pouch, 1L (902 grams)",₹566.00,,https://www.amazon.in/Mother-Dairy-Cow-Ghee-Pouch/dp/B01MYED6CZ?pd_rd_w=CXD9Z&content-id=amzn1.sym.753181ba-2966-44f1-a7b2-1763a4b67d90&pf_rd_p=753181ba-2966-44f1-a7b2-1763a4b67d90&pf_rd_r=WRRFQYYQV1323WS4KR3Y&pd_rd_wg=ML4hu&pd_rd_r=04dadd8c-9f92-4d78-9f1e-a9fc39c291bf&pd_rd_i=B01MYED6CZ&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_4859605031_hxwGS_sspa_dk_detail_3_6_og_d_i
"Amul Pure Ghee, 500 ml Pouch",₹320.00,,https://www.amazon.in/Amul-Pure-Ghee-500ml-Pack/dp/B06XHMQB98?pd_rd_w=CXD9Z&content-id=amzn1.sym.753181ba-2966-44f1-a7b2-1763a4b67d90&pf_rd_p=753181ba-2966-44f1-a7b2-1763a4b67d90&pf_rd_r=WRRFQYYQV1323WS4KR3Y&pd_rd_wg=ML4hu&pd_rd_r=04dadd8c-9f92-4d78-9f1e-a9fc39c291bf&pd_rd_i=B06XHMQB98&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_4859605031_hxwGS_sspa_dk_detail_3_7_og_d_i
Figaro Extra Virgin Olive Oil- 100% Natural and Cold Ext…,₹343.00,,https://www.amazon.in/Figaro-Natural-Extracted-Perfect-Paratha-Marinade/dp/B00X7RJSW4?pd_rd_w=sWUhC&content-id=amzn1.sym.63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_p=63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_r=WRRFQYYQV1323WS4KR3Y&pd_rd_wg=ML4hu&pd_rd_r=04dadd8c-9f92-4d78-9f1e-a9fc39c291bf&pd_rd_i=B00X7RJSW4&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_4861551031_hxwGS_sspa_dk_detail_4_1_og_d_i
Fígaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfe…,"₹1,688.00",,https://www.amazon.in/Figaro-Oil-Daily-Cooking-Perfect-Dishes/dp/B0BWF4VXNL?pd_rd_w=sWUhC&content-id=amzn1.sym.63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_p=63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_r=WRRFQYYQV1323WS4KR3Y&pd_rd_wg=ML4hu&pd_rd_r=04dadd8c-9f92-4d78-9f1e-a9fc39c291bf&pd_rd_i=B0BWF4VXNL&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_rfc_dsk_cp_ai_4861551031_hxwGS_sspa_dk_detail_4_2__i
"Oleev Active, with Goodness of Olive Oil, 1L Pouch",₹249.00,,https://www.amazon.in/Oleev-Active-Pouch-1L/dp/B079GXNZD6?pd_rd_w=sWUhC&content-id=amzn1.sym.63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_p=63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_r=WRRFQYYQV1323WS4KR3Y&pd_rd_wg=ML4hu&pd_rd_r=04dadd8c-9f92-4d78-9f1e-a9fc39c291bf&pd_rd_i=B079GXNZD6&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_4861551031_hxwGS_sspa_dk_detail_4_3_og_d_i
Borges Extra Virgin Olive Oil - 250 ml |First Cold Extractio…,₹440.00,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTk3MDU1Mjc4NjMwOTExOjE3NTAyNDE0Mjc6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjIwMDE3NDA1ODE2MTA0OjE6MTo6&url=%2FBorges-Extra-Virgin-Olive-250ml%2Fdp%2FB005CFLX4U%3Fpsc%3D1%26pd_rd_w%3DsWUhC%26content-id%3Damzn1.sym.63afc697-39de-4ffc-aef8-3e052ddc4de1%26pf_rd_p%3D63afc697-39de-4ffc-aef8-3e052ddc4de1%26pf_rd_r%3DWRRFQYYQV1323WS4KR3Y%26pd_rd_wg%3DML4hu%26pd_rd_r%3D04dadd8c-9f92-4d78-9f1e-a9fc39c291bf%26pd_rd_i%3DB005CFLX4U%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_dsk_cp_ai_4861551031_hxwGS_sspa_dk_detail_4_5_sp_d_i
Jivo Pomace Cooking Edible Olive Oil 5 Litre Tin | Reco…,"₹2,049.00",,https://www.amazon.in/Jivo-Olive-Pomace-Types-Cooking/dp/B07X53ZL6J?pd_rd_w=sWUhC&content-id=amzn1.sym.63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_p=63afc697-39de-4ffc-aef8-3e052ddc4de1&pf_rd_r=WRRFQYYQV1323WS4KR3Y&pd_rd_wg=ML4hu&pd_rd_r=04dadd8c-9f92-4d78-9f1e-a9fc39c291bf&pd_rd_i=B07X53ZL6J&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_rfc_dsk_cp_ai_4861551031_hxwGS_sspa_dk_detail_4_6__i
Fígaro Extra Light Tasting Olive Oil- Ideal for All India…,"₹2,151.00",,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTk3MDU1Mjc4NjMwOTExOjE3NTAyNDE0Mjc6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjIwMTE1ODI1Nzg3MDk4OjI6Mjo6&url=%2FFigaro-Tasting-Cooking-Suitable-Frying%2Fdp%2FB0BQN2BX8H%3Fpsc%3D1%26pd_rd_w%3DsWUhC%26content-id%3Damzn1.sym.63afc697-39de-4ffc-aef8-3e052ddc4de1%26pf_rd_p%3D63afc697-39de-4ffc-aef8-3e052ddc4de1%26pf_rd_r%3DWRRFQYYQV1323WS4KR3Y%26pd_rd_wg%3DML4hu%26pd_rd_r%3D04dadd8c-9f92-4d78-9f1e-a9fc39c291bf%26pd_rd_i%3DB0BQN2BX8H%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_dsk_cp_ai_4861551031_hxwGS_sspa_dk_detail_4_7_sp_d_i
